"country","organization","type"
"HK","BIS","member"
"HK","FATF","member"
"HK","ICC","national committee"
"HK","IMF","member"
"HK","IMO","associate member"
"HK","Interpol","subbureau"
"HK","IOC","National Olympic Committee"
"HK","ISO","correspondent member"
"HK","ITUC","member"
"HK","UNWTO","associate member"
"HK","UPU","member"
"HK","WCO","member"
"HK","WTO","member"
"HN","BCIE","member"
"HN","CACM","member"
"HN","CD","signatory"
"HN","CELAC","member"
"HN","EITI","candidate countries"
"HN","FAO","member"
"HN","G-11","member"
"HN","G-77","member"
"HN","IADB","member"
"HN","IAEA","member"
"HN","IBRD","member"
"HN","ICAO","member"
"HN","ICC","having direct member"
"HN","ICCt","state accepting jurisdiction"
"HN","ICJ","accepting compulsory jurisdiction with reservations"
"HN","IDA","member"
"HN","IFAD","List C"
"HN","IFC","member"
"HN","IFRCS","member"
"HN","ILO","member"
"HN","IMF","member"
"HN","IMO","member"
"HN","Interpol","member"
"HN","IOC","National Olympic Committee"
"HN","IOM","member"
"HN","IPU","member"
"HN","ISO","correspondent member"
"HN","ITSO","member"
"HN","ITU","member"
"HN","ITUC","member"
"HN","LAES","member"
"HN","LAIA","observer"
"HN","MIGA","member"
"HN","MINURSO","member"
"HN","NAM","member"
"HN","OAS","member"
"HN","OPANAL","member"
"HN","OPCW","member"
"HN","PCA","member"
"HN","SICA","member"
"HN","UN","member"
"HN","UNCTAD","member"
"HN","UNESCO","member"
"HN","UNIDO","member"
"HN","UNWTO","member"
"HN","UPU","member"
"HN","WCO","member"
"HN","WFTU","member"
"HN","WHO","member"
"HN","WIPO","member"
"HN","WMO","member"
"HN","WTO","member"
"HR","AG","member"
"HR","BIS","member"
"HR","BSEC","observer"
"HR","CD","signatory"
"HR","CE","member"
"HR","CEI","member"
"HR","EAPC","member"
"HR","EBRD","member"
"HR","EIB","member"
"HR","EU","member"
"HR","FAO","member"
"HR","G-11","member"
"HR","IADB","member"
"HR","IAEA","member"
"HR","IBRD","member"
"HR","ICAO","member"
"HR","ICC","national committee"
"HR","ICCt","state accepting jurisdiction"
"HR","IDA","member"
"HR","IFAD","List C"
"HR","IFC","member"
"HR","IFRCS","member"
"HR","IHO","member"
"HR","ILO","member"
"HR","IMF","member"
"HR","IMO","member"
"HR","IMSO","member"
"HR","Interpol","member"
"HR","IOC","National Olympic Committee"
"HR","IOM","member"
"HR","IPU","member"
"HR","ISO","member"
"HR","ITSO","member"
"HR","ITU","member"
"HR","ITUC","member"
"HR","MIGA","member"
"HR","MINURSO","member"
"HR","NAM","observer"
"HR","NATO","member"
"HR","NSG","member"
"HR","OAS","observer"
"HR","OIF","observer"
"HR","OPCW","member"
"HR","OSCE","member"
"HR","PCA","member"
"HR","SELEC","member"
"HR","UN","member"
"HR","UNCTAD","member"
"HR","UNESCO","member"
"HR","UNFICYP","member"
"HR","UNHCR","member"
"HR","UNIDO","member"
"HR","UNIFIL","member"
"HR","UNMIL","member"
"HR","UNMOGIP","member"
"HR","UNWTO","member"
"HR","UPU","member"
"HR","WCO","member"
"HR","WHO","member"
"HR","WIPO","member"
"HR","WMO","member"
"HR","WTO","member"
"HR","ZC","member"
"I","ADB","nonregional member"
"I","AfDB","nonregional member"
"I","AG","member"
"I","BIS","member"
"I","BSEC","observer"
"I","CBSS","observer"
"I","CD","signatory"
"I","CDB","nonregional member"
"I","CE","member"
"I","CEI","member"
"I","CERN","member"
"I","EAPC","member"
"I","EBRD","member"
"I","ECB","member"
"I","EIB","member"
"I","EITI","stake holder"
"I","EMU","member"
"I","ESA","member"
"I","EU","member"
"I","FAO","member"
"I","FATF","member"
"I","G-10","member"
"I","G-20","member"
"I","G-7","member"
"I","G-8","member"
"I","IADB","member"
"I","IAEA","member"
"I","IBRD","member"
"I","ICAO","member"
"I","ICC","national committee"
"I","ICCt","state accepting jurisdiction"
"I","IDA","member"
"I","IEA","member"
"I","IFAD","List A"
"I","IFC","member"
"I","IFRCS","member"
"I","IGAD","partner"
"I","IHO","member"
"I","ILO","member"
"I","IMF","member"
"I","IMO","member"
"I","IMSO","member"
"I","Interpol","member"
"I","IOC","National Olympic Committee"
"I","IOM","member"
"I","IPU","member"
"I","ISO","member"
"I","ITSO","member"
"I","ITU","member"
"I","ITUC","member"
"I","LAIA","observer"
"I","MIGA","member"
"I","MINURSO","member"
"I","NATO","member"
"I","NEA","member"
"I","NSG","member"
"I","OAS","observer"
"I","OECD","member"
"I","OPCW","member"
"I","OSCE","member"
"I","PCA","member"
"I","PIF","partner"
"I","SELEC","observer"
"I","SICA","observer"
"I","UN","member"
"I","UNCTAD","member"
"I","UNESCO","member"
"I","UNHCR","member"
"I","UNIDO","member"
"I","UNIFIL","member"
"I","UNMISS","member"
"I","UNMOGIP","member"
"I","UNRWA","member"
"I","UNTSO","member"
"I","UNWTO","member"
"I","UPU","member"
"I","WCO","member"
"I","WHO","member"
"I","WIPO","member"
"I","WMO","member"
"I","WTO","member"
"I","ZC","member"
"IL","BIS","member"
"IL","BSEC","observer"
"IL","CD","signatory"
"IL","CE","observer"
"IL","CICA","member"
"IL","EBRD","member"
"IL","FAO","member"
"IL","IADB","member"
"IL","IAEA","member"
"IL","IBRD","member"
"IL","ICAO","member"
"IL","ICC","national committee"
"IL","IDA","member"
"IL","IFAD","List C"
"IL","IFC","member"
"IL","IFRCS","member"
"IL","ILO","member"
"IL","IMF","member"
"IL","IMO","member"
"IL","IMSO","member"
"IL","Interpol","member"
"IL","IOC","National Olympic Committee"
"IL","IOM","member"
"IL","IPU","member"
"IL","ISO","member"
"IL","ITSO","member"
"IL","ITU","member"
"IL","ITUC","member"
"IL","MIGA","member"
"IL","OAS","observer"
"IL","OECD","member"
"IL","OPCW","signatory state"
"IL","PCA","member"
"IL","UN","member"
"IL","UNCTAD","member"
"IL","UNESCO","member"
"IL","UNHCR","member"
"IL","UNIDO","member"
"IL","UNWTO","member"
"IL","UPU","member"
"IL","WCO","member"
"IL","WHO","member"
"IL","WIPO","member"
"IL","WMO","member"
"IL","WTO","member"
"IND","ADB","member"
"IND","AfDB","nonregional member"
"IND","ARF","member"
"IND","ASEAN","dialogue partner"
"IND","BIMSTEC","member"
"IND","BIS","member"
"IND","C","member"
"IND","CD","signatory"
"IND","CERN","observer"
"IND","CICA","member"
"IND","CP","member"
"IND","EAS","member"
"IND","FAO","member"
"IND","FATF","member"
"IND","G-15","member"
"IND","G-20","member"
"IND","G-24","member"
"IND","G-77","member"
"IND","IAEA","member"
"IND","IBRD","member"
"IND","ICAO","member"
"IND","ICC","national committee"
"IND","ICJ","accepting compulsory jurisdiction with reservations"
"IND","IDA","member"
"IND","IFAD","List C"
"IND","IFC","member"
"IND","IFRCS","member"
"IND","IHO","member"
"IND","ILO","member"
"IND","IMF","member"
"IND","IMO","member"
"IND","IMSO","member"
"IND","Interpol","member"
"IND","IOC","National Olympic Committee"
"IND","IOM","member"
"IND","IPU","member"
"IND","ISO","member"
"IND","ITSO","member"
"IND","ITU","member"
"IND","ITUC","member"
"IND","LAS","observer"
"IND","MIGA","member"
"IND","MONUSCO","member"
"IND","NAM","member"
"IND","OAS","observer"
"IND","OPCW","member"
"IND","PCA","member"
"IND","PIF","partner"
"IND","SAARC","member"
"IND","SACEP","member"
"IND","SCO","observer"
"IND","UN","member"
"IND","UNCTAD","member"
"IND","UNDOF","member"
"IND","UNESCO","member"
"IND","UNHCR","member"
"IND","UNIDO","member"
"IND","UNIFIL","member"
"IND","UNISFA","member"
"IND","UNITAR","member"
"IND","UNMISS","member"
"IND","UNMIT","member"
"IND","UNOCI","member"
"IND","UNWTO","member"
"IND","UPU","member"
"IND","WCO","member"
"IND","WFTU","member"
"IND","WHO","member"
"IND","WIPO","member"
"IND","WMO","member"
"IND","WTO","member"
"IR","CICA","member"
"IR","CP","member"
"IR","D-8","member"
"IR","ECO","member"
"IR","FAO","member"
"IR","G-15","member"
"IR","G-24","member"
"IR","G-77","member"
"IR","IAEA","member"
"IR","IBRD","member"
"IR","ICAO","member"
"IR","ICC","national committee"
"IR","IDA","member"
"IR","IDB","member"
"IR","IFAD","List B"
"IR","IFC","member"
"IR","IFRCS","member"
"IR","IHO","member"
"IR","ILO","member"
"IR","IMF","member"
"IR","IMO","member"
"IR","IMSO","member"
"IR","Interpol","member"
"IR","IOC","National Olympic Committee"
"IR","IOM","member"
"IR","IPU","member"
"IR","ISO","member"
"IR","ITSO","member"
"IR","ITU","member"
"IR","MIGA","member"
"IR","NAM","member"
"IR","OIC","member"
"IR","OPCW","member"
"IR","OPEC","member"
"IR","PCA","member"
"IR","SAARC","observer"
"IR","SCO","observer"
"IR","UN","member"
"IR","UNAMID","member"
"IR","UNCTAD","member"
"IR","UNESCO","member"
"IR","UNHCR","member"
"IR","UNIDO","member"
"IR","UNITAR","member"
"IR","UNWTO","member"
"IR","UPU","member"
"IR","WCO","member"
"IR","WFTU","member"
"IR","WHO","member"
"IR","WIPO","member"
"IR","WMO","member"
"IR","WTO","observer"
"IRL","ADB","nonregional member"
"IRL","AG","member"
"IRL","BIS","member"
"IRL","CD","signatory"
"IRL","CE","member"
"IRL","EAPC","member"
"IRL","EBRD","member"
"IRL","ECB","member"
"IRL","EIB","member"
"IRL","EMU","member"
"IRL","ESA","member"
"IRL","EU","member"
"IRL","FATF","member"
"IRL","IAEA","member"
"IRL","ICC","national committee"
"IRL","ICCt","state accepting jurisdiction"
"IRL","ICJ","accepting compulsory jurisdiction without reservations"
"IRL","IDA","member"
"IRL","IEA","member"
"IRL","IFAD","List A"
"IRL","IFRCS","member"
"IRL","IGAD","partner"
"IRL","IHO","member"
"IRL","Interpol","member"
"IRL","IOC","National Olympic Committee"
"IRL","IOM","member"
"IRL","IPU","member"
"IRL","ISO","member"
"IRL","ITSO","member"
"IRL","ITUC","member"
"IRL","MINURSO","member"
"IRL","MONUSCO","member"
"IRL","NEA","member"
"IRL","NSG","member"
"IRL","OAS","observer"
"IRL","OECD","member"
"IRL","OPCW","member"
"IRL","OSCE","member"
"IRL","PCA","member"
"IRL","PFP","member"
"IRL","UN","member"
"IRL","UNDOF","member"
"IRL","UNESCO","member"
"IRL","UNHCR","member"
"IRL","UNIFIL","member"
"IRL","UNOCI","member"
"IRL","UNRWA","member"
"IRL","UNTSO","member"
"IRL","WCO","member"
"IRL","WTO","member"
"IRL","ZC","member"
"IRQ","ABEDA","member"
"IRQ","AFESD","member"
"IRQ","AMF","member"
"IRQ","CAEU","member"
"IRQ","CICA","member"
"IRQ","EITI","compliant countries"
"IRQ","FAO","member"
"IRQ","G-77","member"
"IRQ","IAEA","member"
"IRQ","IBRD","member"
"IRQ","ICAO","member"
"IRQ","ICC","having direct member"
"IRQ","IDA","member"
"IRQ","IDB","member"
"IRQ","IFAD","List B"
"IRQ","IFC","member"
"IRQ","IFRCS","member"
"IRQ","ILO","member"
"IRQ","IMF","member"
"IRQ","IMO","member"
"IRQ","IMSO","member"
"IRQ","Interpol","member"
"IRQ","IOC","National Olympic Committee"
"IRQ","IPU","member"
"IRQ","ISO","member"
"IRQ","ITSO","member"
"IRQ","ITU","member"
"IRQ","LAS","member"
"IRQ","MIGA","member"
"IRQ","NAM","member"
"IRQ","OAPEC","member"
"IRQ","OIC","member"
"IRQ","OPCW","member"
"IRQ","OPEC","member"
"IRQ","PCA","member"
"IRQ","UN","member"
"IRQ","UNCTAD","member"
"IRQ","UNESCO","member"
"IRQ","UNIDO","member"
"IRQ","UNWTO","member"
"IRQ","UPU","member"
"IRQ","WCO","member"
"IRQ","WFTU","member"
"IRQ","WHO","member"
"IRQ","WIPO","member"
"IRQ","WMO","member"
"IRQ","WTO","observer"
"IS","AG","member"
"IS","BIS","member"
"IS","CBSS","member"
"IS","CD","signatory"
"IS","CE","member"
"IS","EAPC","member"
"IS","EBRD","member"
"IS","EFTA","member"
"IS","FAO","member"
"IS","FATF","member"
"IS","IAEA","member"
"IS","IBRD","member"
"IS","ICAO","member"
"IS","ICC","national committee"
"IS","ICCt","state accepting jurisdiction"
"IS","IDA","member"
"IS","IFAD","List A"
"IS","IFC","member"
"IS","IFRCS","member"
"IS","IHO","member"
"IS","ILO","member"
"IS","IMF","member"
"IS","IMO","member"
"IS","IMSO","member"
"IS","Interpol","member"
"IS","IOC","National Olympic Committee"
"IS","IPU","member"
"IS","ISO","member"
"IS","ITSO","member"
"IS","ITU","member"
"IS","ITUC","member"
"IS","MIGA","member"
"IS","NATO","member"
"IS","NC","member"
"IS","NEA","member"
"IS","NIB","member"
"IS","NSG","member"
"IS","OAS","observer"
"IS","OECD","member"
"IS","OPCW","member"
"IS","OSCE","member"
"IS","PCA","member"
"IS","UN","member"
"IS","UNCTAD","member"
"IS","UNESCO","member"
"IS","UPU","member"
"IS","WCO","member"
"IS","WHO","member"
"IS","WIPO","member"
"IS","WMO","member"
"IS","WTO","member"
"J","ADB","member"
"J","AfDB","nonregional member"
"J","AG","member"
"J","APEC","member"
"J","ARF","member"
"J","ASEAN","dialogue partner"
"J","BIS","member"
"J","CD","signatory"
"J","CE","observer"
"J","CERN","observer"
"J","CICA","observer"
"J","CP","member"
"J","EAS","member"
"J","EBRD","member"
"J","EITI","stake holder"
"J","FAO","member"
"J","FATF","member"
"J","G-10","member"
"J","G-20","member"
"J","G-5","member"
"J","G-7","member"
"J","G-8","member"
"J","IADB","member"
"J","IAEA","member"
"J","IBRD","member"
"J","ICAO","member"
"J","ICC","national committee"
"J","ICCt","state accepting jurisdiction"
"J","ICJ","accepting compulsory jurisdiction with reservations"
"J","IDA","member"
"J","IEA","member"
"J","IFAD","List A"
"J","IFC","member"
"J","IFRCS","member"
"J","IGAD","partner"
"J","IHO","member"
"J","ILO","member"
"J","IMF","member"
"J","IMO","member"
"J","IMSO","member"
"J","Interpol","member"
"J","IOC","National Olympic Committee"
"J","IOM","member"
"J","IPU","member"
"J","ISO","member"
"J","ITSO","member"
"J","ITU","member"
"J","ITUC","member"
"J","LAIA","observer"
"J","MIGA","member"
"J","NEA","member"
"J","NSG","member"
"J","OAS","observer"
"J","OECD","member"
"J","OPCW","member"
"J","PCA","member"
"J","PIF","partner"
"J","SAARC","observer"
"J","SELEC","observer"
"J","SICA","observer"
"J","UN","member"
"J","UNCTAD","member"
"J","UNESCO","member"
"J","UNHCR","member"
"J","UNIDO","member"
"J","UNMISS","member"
"J","UNMIT","member"
"J","UNRWA","member"
"J","UNWTO","member"
"J","UPU","member"
"J","WCO","member"
"J","WFTU","member"
"J","WHO","member"
"J","WIPO","member"
"J","WMO","member"
"J","WTO","member"
"J","ZC","member"
"JA","ACP","member"
"JA","AOSIS","member"
"JA","C","member"
"JA","Caricom","member"
"JA","CDB","regional member"
"JA","CELAC","member"
"JA","FAO","member"
"JA","G-15","member"
"JA","G-77","member"
"JA","IADB","member"
"JA","IAEA","member"
"JA","IBRD","member"
"JA","ICAO","member"
"JA","IFAD","List C"
"JA","IFC","member"
"JA","IFRCS","member"
"JA","IHO","member"
"JA","ILO","member"
"JA","IMF","member"
"JA","IMO","member"
"JA","Interpol","member"
"JA","IOC","National Olympic Committee"
"JA","IOM","member"
"JA","ISO","member"
"JA","ITSO","member"
"JA","ITU","member"
"JA","LAES","member"
"JA","MIGA","member"
"JA","NAM","member"
"JA","OAS","member"
"JA","OPANAL","member"
"JA","OPCW","member"
"JA","UN","member"
"JA","UNCTAD","member"
"JA","UNESCO","member"
"JA","UNIDO","member"
"JA","UNITAR","member"
"JA","UNWTO","member"
"JA","UPU","member"
"JA","WCO","member"
"JA","WFTU","member"
"JA","WHO","member"
"JA","WIPO","member"
"JA","WMO","member"
"JA","WTO","member"
"JOR","ABEDA","member"
"JOR","AFESD","member"
"JOR","AMF","member"
"JOR","CAEU","member"
"JOR","CD","signatory"
"JOR","CICA","member"
"JOR","EBRD","member"
"JOR","FAO","member"
"JOR","G-11","member"
"JOR","G-77","member"
"JOR","IAEA","member"
"JOR","IBRD","member"
"JOR","ICAO","member"
"JOR","ICC","national committee"
"JOR","ICCt","state accepting jurisdiction"
"JOR","IDA","member"
"JOR","IDB","member"
"JOR","IFAD","List C"
"JOR","IFC","member"
"JOR","IFRCS","member"
"JOR","ILO","member"
"JOR","IMF","member"
"JOR","IMO","member"
"JOR","Interpol","member"
"JOR","IOC","National Olympic Committee"
"JOR","IOM","member"
"JOR","IPU","member"
"JOR","ISO","member"
"JOR","ITSO","member"
"JOR","ITU","member"
"JOR","ITUC","member"
"JOR","LAS","member"
"JOR","MIGA","member"
"JOR","MONUSCO","member"
"JOR","NAM","member"
"JOR","OIC","member"
"JOR","OPCW","member"
"JOR","PCA","member"
"JOR","UN","member"
"JOR","UNAMID","member"
"JOR","UNCTAD","member"
"JOR","UNESCO","member"
"JOR","UNHCR","member"
"JOR","UNIDO","member"
"JOR","UNMIL","member"
"JOR","UNMISS","member"
"JOR","UNOCI","member"
"JOR","UNRWA","member"
"JOR","UNSC","nonpermanent member"
"JOR","UNWTO","member"
"JOR","UPU","member"
"JOR","WCO","member"
"JOR","WFTU","member"
"JOR","WHO","member"
"JOR","WIPO","member"
"JOR","WMO","member"
"JOR","WTO","member"
"K","ADB","member"
"K","ARF","member"
"K","ASEAN","member"
"K","CICA","member"
"K","EAS","member"
"K","FAO","member"
"K","G-77","member"
"K","IAEA","member"
"K","IBRD","member"
"K","ICAO","member"
"K","ICCt","state accepting jurisdiction"
"K","ICJ","accepting compulsory jurisdiction with reservations"
"K","IDA","member"
"K","IFAD","List C"
"K","IFC","member"
"K","IFRCS","member"
"K","ILO","member"
"K","IMF","member"
"K","IMO","member"
"K","Interpol","member"
"K","IOC","National Olympic Committee"
"K","IOM","member"
"K","IPU","member"
"K","ISO","correspondent member"
"K","ITU","member"
"K","ITUC","member"
"K","MIGA","member"
"K","NAM","member"
"K","OIF","member"
"K","OPCW","member"
"K","PCA","member"
"K","UN","member"
"K","UNAMID","member"
"K","UNCTAD","member"
"K","UNESCO","member"
"K","UNIDO","member"
"K","UNIFIL","member"
"K","UNISFA","member"
"K","UNMISS","member"
"K","UNWTO","member"
"K","UPU","member"
"K","WCO","member"
"K","WFTU","member"
"K","WHO","member"
"K","WIPO","member"
"K","WMO","member"
"K","WTO","member"
"KG","ADB","member"
"KG","CICA","member"
"KG","CIS","member"
"KG","CSTO","member"
"KG","EAPC","member"
"KG","EBRD","member"
"KG","ECO","member"
"KG","EITI","compliant countries"
"KG","EurasEC","member"
"KG","FAO","member"
"KG","GCTU","member"
"KG","IAEA","member"
"KG","IBRD","member"
"KG","ICAO","member"
"KG","IDA","member"
"KG","IDB","member"
"KG","IFAD","List C"
"KG","IFC","member"
"KG","IFRCS","member"
"KG","ILO","member"
"KG","IMF","member"
"KG","Interpol","member"
"KG","IOC","National Olympic Committee"
"KG","IOM","member"
"KG","IPU","member"
"KG","ISO","correspondent member"
"KG","ITSO","member"
"KG","ITU","member"
"KG","MIGA","member"
"KG","NAM","observer"
"KG","OIC","member"
"KG","OPCW","member"
"KG","OSCE","member"
"KG","PCA","member"
"KG","PFP","member"
"KG","SCO","member"
"KG","UN","member"
"KG","UNAMID","member"
"KG","UNCTAD","member"
"KG","UNESCO","member"
"KG","UNIDO","member"
"KG","UNMIL","member"
"KG","UNMISS","member"
"KG","UNWTO","member"
"KG","UPU","member"
"KG","WCO","member"
"KG","WFTU","member"
"KG","WHO","member"
"KG","WIPO","member"
"KG","WMO","member"
"KG","WTO","member"
"KIR","ACP","member"
"KIR","ADB","member"
"KIR","AOSIS","member"
"KIR","C","member"
"KIR","FAO","member"
"KIR","G-77","member"
"KIR","IBRD","member"
"KIR","ICAO","member"
"KIR","IDA","member"
"KIR","IFAD","List C"
"KIR","IFC","member"
"KIR","IFRCS","member"
"KIR","ILO","member"
"KIR","IMF","member"
"KIR","IMO","member"
"KIR","IOC","National Olympic Committee"
"KIR","ITU","member"
"KIR","ITUC","member"
"KIR","OPCW","member"
"KIR","PIF","member"
"KIR","Sparteca","member"
"KIR","SPC","member"
"KIR","UN","member"
"KIR","UNCTAD","member"
"KIR","UNESCO","member"
"KIR","UPU","member"
"KIR","WHO","member"
"KIR","WIPO","member"
"KIR","WMO","member"
"KN","ACP","member"
"KN","AOSIS","member"
"KN","C","member"
"KN","Caricom","member"
"KN","CDB","regional member"
"KN","CELAC","member"
"KN","FAO","member"
"KN","G-77","member"
"KN","IBRD","member"
"KN","ICAO","member"
"KN","ICCt","state accepting jurisdiction"
"KN","IDA","member"
"KN","IFAD","List C"
"KN","IFC","member"
"KN","IFRCS","member"
"KN","ILO","member"
"KN","IMF","member"
"KN","IMO","member"
"KN","Interpol","member"
"KN","IOC","National Olympic Committee"
"KN","ISO","correspondent member"
"KN","ITU","member"
"KN","MIGA","member"
"KN","NAM","member"
"KN","OAS","member"
"KN","OECS","member"
"KN","OPANAL","member"
"KN","OPCW","member"
"KN","UN","member"
"KN","UNCTAD","member"
"KN","UNESCO","member"
"KN","UNIDO","member"
"KN","UPU","member"
"KN","WHO","member"
"KN","WIPO","member"
"KN","WTO","member"
